Fecha,isla,nombre_isla,toneladas_pred,cisternas_equivalentes_pred,fecha_corte_modelo,fecha_generacion,tipo_forecast
2026-08-01,GC,Gran Canaria,50.37453121436674,2.098938800598614,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-01,TF,Tenerife,44.2502494571597,1.8437603940483207,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-02,GC,Gran Canaria,54.463757792080926,2.2693232413367053,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-02,TF,Tenerife,43.78170883397967,1.8242378680824862,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-03,GC,Gran Canaria,54.76481098042001,2.281867124184167,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-03,TF,Tenerife,44.31964408648035,1.8466518369366813,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-04,GC,Gran Canaria,54.755422540127135,2.281475939171964,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-04,TF,Tenerife,45.97767908508874,1.915736628545364,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-05,GC,Gran Canaria,51.88312015056397,2.161796672940165,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-05,TF,Tenerife,50.051540955003006,2.085480873125125,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-06,GC,Gran Canaria,46.75643379081854,1.9481847412841058,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-06,TF,Tenerife,40.859761507742434,1.7024900628226014,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-07,GC,Gran Canaria,51.85026635445059,2.1604277647687744,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-07,TF,Tenerife,43.115880370961165,1.7964950154567152,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-08,GC,Gran Canaria,41.755522154099985,1.7398134230874993,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-08,TF,Tenerife,34.231097617677165,1.4262957340698819,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-09,GC,Gran Canaria,57.44186923695279,2.3934112182063663,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-09,TF,Tenerife,39.560150044237254,1.6483395851765523,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-10,GC,Gran Canaria,46.69945664638066,1.9458106935991941,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-10,TF,Tenerife,46.188380534995126,1.924515855624797,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-11,GC,Gran Canaria,59.6323172871965,2.484679886966521,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-11,TF,Tenerife,45.60190861492056,1.90007952562169,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-12,GC,Gran Canaria,52.0385649758865,2.1682735406619376,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-12,TF,Tenerife,47.67640519662103,1.986516883192543,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-13,GC,Gran Canaria,54.870441234670885,2.2862683847779537,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-13,TF,Tenerife,49.678711913477244,2.0699463297282183,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-14,GC,Gran Canaria,45.29218478884822,1.887174366202009,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-14,TF,Tenerife,38.23279001786234,1.593032917410931,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-15,GC,Gran Canaria,45.545413463124135,1.8977255609635055,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-15,TF,Tenerife,42.43993990239321,1.768330829266384,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-16,GC,Gran Canaria,43.35507713952512,1.8064615474802135,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-16,TF,Tenerife,30.577914091610957,1.2740797538171231,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-17,GC,Gran Canaria,64.12415809490128,2.6718399206208865,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-17,TF,Tenerife,50.55033515356365,2.1062639647318186,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-18,GC,Gran Canaria,53.57873075581777,2.2324471148257405,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-18,TF,Tenerife,45.985149425795264,1.9160478927414692,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-19,GC,Gran Canaria,63.74537965590474,2.6560574856626977,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-19,TF,Tenerife,55.66944784511535,2.3195603268798064,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-20,GC,Gran Canaria,55.55436064441106,2.314765026850461,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-20,TF,Tenerife,36.013434076508716,1.5005597531878632,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-21,GC,Gran Canaria,47.064472567750315,1.9610196903229298,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-21,TF,Tenerife,43.85719312357844,1.8273830468157684,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-22,GC,Gran Canaria,49.29514555497299,2.0539643981238744,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-22,TF,Tenerife,34.8873804208049,1.453640850866871,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-23,GC,Gran Canaria,41.92400527362943,1.7468335530678931,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-23,TF,Tenerife,37.7709738353232,1.5737905764717999,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-24,GC,Gran Canaria,83.13470399507034,3.4639459997945976,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-24,TF,Tenerife,50.291110286534476,2.095462928605603,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-25,GC,Gran Canaria,44.152060939481814,1.8396692058117423,2026-07-31,2026-08-28 10:43:58,inicial
2026-08-25,TF,Tenerife,42.87627241197282,1.7865113504988674,2026-07-31,2026-08-28 10:43:58,inicial
