Fecha,toneladas,prediccion,error,error_abs
2026-03-27,36.482337,32.458738735045145,4.023598264954856,4.023598264954856
2026-03-28,0.0,31.274087982338827,-31.274087982338827,31.274087982338827
2026-03-29,0.0,42.83110029648373,-42.83110029648373,42.83110029648373
2026-03-30,60.61659,43.82080275139099,16.79578724860901,16.79578724860901
2026-03-31,0.0,29.73989647634357,-29.73989647634357,29.73989647634357
2026-04-01,24.004564,42.56129973945195,-18.55673573945195,18.55673573945195
2026-04-02,24.110953,29.64393919539832,-5.532986195398323,5.532986195398323
2026-04-03,24.071227,32.98785094788965,-8.916623947889647,8.916623947889647
2026-04-04,22.37018,25.98206887339105,-3.611888873391049,3.611888873391049
2026-04-05,0.0,32.57682216749217,-32.57682216749217,32.57682216749217
2026-04-06,48.533471,45.10725567107118,3.4262153289288193,3.4262153289288193
2026-04-07,24.052418,34.28030066683439,-10.227882666834393,10.227882666834393
2026-04-08,0.0,39.197373726603246,-39.197373726603246,39.197373726603246
2026-04-09,0.0,35.384813632497,-35.384813632497,35.384813632497
2026-04-10,0.0,39.661247797137406,-39.661247797137406,39.661247797137406
2026-04-11,24.20881,37.26021635913304,-13.05140635913304,13.05140635913304
2026-04-12,48.404488,25.37603230053947,23.02845569946053,23.02845569946053
2026-04-13,20.9993623,35.749365994804144,-14.750003694804143,14.750003694804143
2026-04-14,48.250980999999996,38.55631178042002,9.694669219579978,9.694669219579978
2026-04-15,36.727509,30.421240104684944,6.306268895315053,6.306268895315053
2026-04-16,72.32399,20.11777796937163,52.206212030628365,52.206212030628365
2026-04-17,42.771513999999996,24.798646939650023,17.972867060349973,17.972867060349973
2026-04-18,24.285543,27.248337173746442,-2.962794173746442,2.962794173746442
2026-04-19,46.474288,29.781057631722163,16.69323036827784,16.69323036827784
2026-04-20,36.652963,42.105963056990255,-5.4530000569902555,5.4530000569902555
2026-04-21,24.025201,42.673406935340935,-18.648205935340936,18.648205935340936
2026-04-22,24.89708,40.53256490934981,-15.63548490934981,15.63548490934981
2026-04-23,48.371433,33.902548239201735,14.468884760798268,14.468884760798268
2026-04-24,24.227994,19.528319068070072,4.699674931929927,4.699674931929927
2026-04-25,24.251443,22.248234603379895,2.003208396620103,2.003208396620103
2026-04-26,22.6129419,25.704776252200094,-3.0918343522000953,3.0918343522000953
2026-04-27,71.027762,38.09788445878258,32.929877541217415,32.929877541217415
2026-04-28,22.324146,31.149911478925446,-8.825765478925447,8.825765478925447
2026-04-29,48.429565,29.809609884156927,18.61995511584307,18.61995511584307
2026-04-30,36.670998999999995,24.63534072095293,12.035658279047066,12.035658279047066
2026-05-01,24.048428,26.92590125068127,-2.8774732506812697,2.8774732506812697
2026-05-02,24.028648,29.243838555265576,-5.2151905552655755,5.2151905552655755
2026-05-03,47.865077,27.509775474647036,20.355301525352964,20.355301525352964
2026-05-04,48.288424,50.80533022346686,-2.5169062234668615,2.5169062234668615
2026-05-05,12.414141,40.26270737040824,-27.848566370408243,27.848566370408243
2026-05-06,60.689785,44.81967741944744,15.870107580552563,15.870107580552563
2026-05-07,0.0,27.466143524978975,-27.466143524978975,27.466143524978975
2026-05-08,0.0,35.138106819209895,-35.138106819209895,35.138106819209895
2026-05-09,48.401625,30.445741126784604,17.9558838732154,17.9558838732154
2026-05-10,24.043629,22.40709707750867,1.6365319224913293,1.6365319224913293
2026-05-11,46.455867,46.75759177600244,-0.30172477600244463,0.30172477600244463
2026-05-12,0.0,34.72414110755306,-34.72414110755306,34.72414110755306
2026-05-13,60.853761000000006,37.58925447560083,23.264506524399174,23.264506524399174
2026-05-14,24.060215,23.657886884270326,0.40232811572967364,0.40232811572967364
2026-05-15,24.101137,19.57242852934815,4.52870847065185,4.52870847065185
2026-05-16,24.151094,32.6151820053275,-8.464088005327497,8.464088005327497
2026-05-17,22.411984,27.182921192048706,-4.770937192048706,4.770937192048706
2026-05-18,48.925551,41.66608965589076,7.259461344109241,7.259461344109241
2026-05-19,0.0,27.55393990964172,-27.55393990964172,27.55393990964172
2026-05-20,48.106414,23.532094524892038,24.574319475107963,24.574319475107963
2026-05-21,0.0,25.399587626372877,-25.399587626372877,25.399587626372877
2026-05-22,12.471387,27.15517363926953,-14.683786639269531,14.683786639269531
2026-05-23,48.120536,31.490693267174304,16.629842732825697,16.629842732825697
2026-05-24,24.054406,16.519675772103803,7.534730227896198,7.534730227896198
2026-05-25,72.506418,40.806187198103714,31.700230801896282,31.700230801896282
2026-05-26,36.753893000000005,32.207455842757234,4.546437157242771,4.546437157242771
2026-05-27,0.0,38.315221683881965,-38.315221683881965,38.315221683881965
2026-05-28,36.755418,24.412942122785893,12.342475877214106,12.342475877214106
2026-05-29,24.135674,19.529342485972006,4.606331514027996,4.606331514027996
2026-05-30,48.468733,22.652333316287425,25.816399683712575,25.816399683712575
2026-05-31,48.14406,22.625916892097436,25.518143107902567,25.518143107902567
2026-06-01,70.71535300000001,49.90021125887023,20.81514174112978,20.81514174112978
2026-06-02,24.123385,41.47656481356011,-17.35317981356011,17.35317981356011
2026-06-03,58.3987793,33.4153245268742,24.9834547731258,24.9834547731258
2026-06-04,0.0,34.10265485026758,-34.10265485026758,34.10265485026758
2026-06-05,36.502967,40.619785139098674,-4.116818139098676,4.116818139098676
2026-06-06,24.12865,31.068674905996154,-6.940024905996154,6.940024905996154
2026-06-07,24.047059,22.812917828670113,1.2341411713298882,1.2341411713298882
2026-06-08,58.946244,50.87591924046391,8.070324759536092,8.070324759536092
2026-06-09,48.381396,38.92543940327711,9.455956596722892,9.455956596722892
2026-06-10,48.211985,39.39178927894109,8.820195721058909,8.820195721058909
2026-06-11,24.24307,32.27638480139217,-8.03331480139217,8.03331480139217
2026-06-12,60.814745,38.97627754977084,21.83846745022916,21.83846745022916
2026-06-13,25.90862566,33.80258255520786,-7.8939568952078645,7.8939568952078645
2026-06-14,72.328555,41.732523200848235,30.59603179915176,30.59603179915176
2026-06-15,45.972717,58.315411383369096,-12.342694383369093,12.342694383369093
2026-06-16,48.425968999999995,56.21237669946596,-7.786407699465968,7.786407699465968
2026-06-17,73.206299,48.52898978455641,24.677309215443593,24.677309215443593
2026-06-18,24.126799,42.29507346422477,-18.168274464224773,18.168274464224773
2026-06-19,36.538364,53.23750473785921,-16.69914073785921,16.69914073785921
2026-06-20,46.44867,39.34916700318394,7.099502996816057,7.099502996816057
2026-06-21,48.274150000000006,53.55294106403315,-5.278791064033143,5.278791064033143
2026-06-22,48.263092,68.56319336687781,-20.30010136687781,20.30010136687781
2026-06-23,21.15199,64.851772475838,-43.699782475838006,43.699782475838006
2026-06-24,60.693206,58.226053849198294,2.4671521508017094,2.4671521508017094
2026-06-25,48.389686999999995,38.37495726307809,10.014729736921907,10.014729736921907
2026-06-26,24.244514,39.13167647557203,-14.88716247557203,14.88716247557203
2026-06-27,48.390963,48.000430823541755,0.3905321764582439,0.3905321764582439
2026-06-28,24.079443,45.06272263219631,-20.98327963219631,20.98327963219631
2026-06-29,42.795594,63.06277979282465,-20.267185792824648,20.267185792824648
2026-06-30,72.397451,47.50278172475544,24.894669275244567,24.894669275244567
2026-07-01,48.295556000000005,53.53014304411094,-5.234587044110938,5.234587044110938
2026-07-02,48.50339099999999,51.7202594832238,-3.2168684832238057,3.2168684832238057
2026-07-03,73.129222,43.891866123663995,29.237355876336004,29.237355876336004
2026-07-04,48.315126,52.51096146371237,-4.1958354637123705,4.1958354637123705
2026-07-05,46.474695999999994,45.10204543898261,1.3726505610173874,1.3726505610173874
2026-07-06,61.9829836,67.87251182561025,-5.889528225610249,5.889528225610249
2026-07-07,48.22358,56.519138714223416,-8.295558714223418,8.295558714223418
2026-07-08,84.219833,57.73053575000259,26.489297249997406,26.489297249997406
2026-07-09,24.042256,52.12088604163104,-28.07863004163104,28.07863004163104
2026-07-10,73.000144,56.26657427456219,16.733569725437818,16.733569725437818
2026-07-11,48.43295,46.826473221957535,1.6064767780424631,1.6064767780424631
2026-07-12,22.457168,45.10640052073217,-22.649232520732173,22.649232520732173
2026-07-13,85.012804,63.71904599054149,21.293758009458514,21.293758009458514
2026-07-14,24.109393,53.34089183339802,-29.231498833398017,29.231498833398017
2026-07-15,60.898585000000004,48.773535716616735,12.12504928338327,12.12504928338327
2026-07-16,73.246967,41.733979239694435,31.512987760305563,31.512987760305563
2026-07-17,24.24412,53.520763904976135,-29.276643904976137,29.276643904976137
2026-07-18,24.243287,51.39083492671552,-27.14754792671552,27.14754792671552
2026-07-19,67.60762735,47.720317373418375,19.887309976581626,19.887309976581626
2026-07-20,70.61397099999999,66.69531128723376,3.918659712766228,3.918659712766228
2026-07-21,72.238656,51.0206811791509,21.217974820849108,21.217974820849108
2026-07-22,36.425098500000004,59.2284458895801,-22.803347389580097,22.803347389580097
2026-07-23,72.362984,63.07061217808197,9.292371821918024,9.292371821918024
2026-07-24,36.828005000000005,46.19392185189169,-9.365916851891683,9.365916851891683
2026-07-25,48.369952999999995,51.651907536347984,-3.281954536347989,3.281954536347989
2026-07-26,22.4651563,47.54931402421674,-25.08415772421674,25.08415772421674
2026-07-27,46.482918,68.87240207072585,-22.389484070725857,22.389484070725857
2026-07-28,84.82067,66.52108635534451,18.2995836446555,18.2995836446555
2026-07-29,48.247852,49.69155935227426,-1.4437073522742594,1.4437073522742594
2026-07-30,72.484122,57.00986606834147,15.474255931658526,15.474255931658526
2026-07-31,48.868092000000004,46.700719704810645,2.1673722951893595,2.1673722951893595
2026-08-01,48.657293,50.266669851147164,-1.609376851147161,1.609376851147161
2026-08-02,46.801947999999996,49.56478722943227,-2.7628392294322737,2.7628392294322737
2026-08-03,36.82578,69.06414697695433,-32.23836697695433,32.23836697695433
2026-08-04,70.887911,74.63368539572562,-3.7457743957256184,3.7457743957256184
2026-08-05,60.697575,59.49962273890025,1.1979522610997506,1.1979522610997506
